sessao_id,inicio_s,duracao_s,tipo
S22,950,12,fala_moderador
S22,962,23,fora_do_tema
S22,985,11,fala_moderador
S22,996,18,fora_do_tema
S22,1014,42,fala_moderador
S22,1056,23,fala_moderador
S22,1079,16,fora_do_tema
S22,1095,37,fala_moderador
S22,1132,18,silencio
S22,1150,40,tentativa_tarefa
S22,1190,46,fora_do_tema
S22,1236,30,tentativa_tarefa
S22,1266,8,tentativa_tarefa
S22,1274,31,fala_moderador
S22,1305,22,fala_moderador
S22,1327,40,tentativa_tarefa
S22,1367,30,pensando_alto
S22,1397,112,tentativa_tarefa
S22,1509,21,tentativa_tarefa
S22,1530,48,silencio
S22,1578,18,silencio
S22,1596,94,silencio
S22,1690,28,pensando_alto
S22,1718,66,silencio
S22,1784,32,tentativa_tarefa
S22,1816,34,silencio
S22,1850,36,tentativa_tarefa
S22,1886,52,tentativa_tarefa
S22,1938,118,fala_moderador
S22,2056,45,fala_moderador
S22,2101,41,fala_moderador
S22,2142,44,silencio
S22,2186,28,pensando_alto
S22,2214,51,pensando_alto
S22,2265,37,pensando_alto
S22,2302,28,tentativa_tarefa
S22,2330,111,tentativa_tarefa
S22,2441,79,pensando_alto
S22,2520,73,tentativa_tarefa
S22,2593,58,tentativa_tarefa
S22,2651,106,silencio
S22,2757,60,tentativa_tarefa
S22,2817,111,fala_moderador
S22,2928,54,tentativa_tarefa
S22,2982,58,silencio
S22,3040,12,tentativa_tarefa
S22,3052,57,fala_moderador
S22,3109,19,tentativa_tarefa
S22,3128,17,silencio
S22,3145,31,tentativa_tarefa
S22,3176,40,tentativa_tarefa
S22,3216,41,pensando_alto
S22,3257,95,silencio
S22,3352,37,fala_moderador
S22,3389,13,fora_do_tema
S23,0,55,pensando_alto
S23,55,29,pensando_alto
S23,84,53,silencio
S23,137,37,pensando_alto
S23,174,44,silencio
S23,218,9,pensando_alto
S23,227,35,fala_moderador
S23,262,31,silencio
S23,293,35,fora_do_tema
S23,328,16,pensando_alto
S23,344,49,tentativa_tarefa
S23,393,23,fala_moderador
S23,416,50,tentativa_tarefa
S23,466,50,tentativa_tarefa
S23,516,26,tentativa_tarefa
S23,542,21,tentativa_tarefa
S23,563,68,pensando_alto
S23,631,52,fala_moderador
S23,683,28,tentativa_tarefa
S23,711,41,fala_moderador
S23,752,37,pensando_alto
S23,789,24,fala_moderador
S23,813,24,tentativa_tarefa
S23,837,49,tentativa_tarefa
S23,886,43,silencio
S23,929,14,pensando_alto
S23,943,54,pensando_alto
S23,997,32,pensando_alto
S23,1029,117,tentativa_tarefa
S23,1146,19,fala_moderador
S23,1165,48,pensando_alto
S23,1213,41,silencio
S23,1254,48,fora_do_tema
S23,1302,54,tentativa_tarefa
S23,1356,51,tentativa_tarefa
S23,1407,30,tentativa_tarefa
S23,1437,18,fala_moderador
S23,1455,31,tentativa_tarefa
S23,1486,26,tentativa_tarefa
S23,1512,77,fora_do_tema
S23,1589,134,silencio
S23,1723,9,tentativa_tarefa
S23,1732,24,pensando_alto
S23,1756,45,fala_moderador
S23,1801,57,pensando_alto
S23,1858,21,fora_do_tema
S23,1879,34,silencio
S23,1913,66,silencio
S23,1979,40,silencio
S23,2019,66,fora_do_tema
S23,2085,20,silencio
S23,2105,32,tentativa_tarefa
S23,2137,47,pensando_alto
S23,2184,39,silencio
S23,2223,35,pensando_alto
S23,2258,84,tentativa_tarefa
S23,2342,13,tentativa_tarefa
S23,2355,47,tentativa_tarefa
S23,2402,102,tentativa_tarefa
S23,2504,10,pensando_alto
S23,2514,43,tentativa_tarefa
S23,2557,23,fala_moderador
S23,2580,43,fala_moderador
S23,2623,34,tentativa_tarefa
S23,2657,54,fala_moderador
S23,2711,23,pensando_alto
S23,2734,50,tentativa_tarefa
S23,2784,86,fora_do_tema
S23,2870,57,silencio
S23,2927,104,pensando_alto
S23,3031,35,tentativa_tarefa
S23,3066,38,pensando_alto
S23,3104,8,tentativa_tarefa
S23,3112,24,fala_moderador
S23,3136,12,fala_moderador
S23,3148,32,fora_do_tema
S24,0,17,tentativa_tarefa
S24,17,33,tentativa_tarefa
S24,50,28,silencio
S24,78,31,tentativa_tarefa
S24,109,130,tentativa_tarefa
S24,239,33,tentativa_tarefa
S24,272,8,tentativa_tarefa
S24,280,51,fala_moderador
S24,331,16,silencio
S24,347,43,silencio
S24,390,56,pensando_alto
S24,446,37,fora_do_tema
S24,483,20,silencio
S24,503,50,silencio
S24,553,41,tentativa_tarefa
S24,594,79,silencio
S24,673,38,silencio
S24,711,18,fora_do_tema
S24,729,149,tentativa_tarefa
S24,878,71,tentativa_tarefa
S24,949,42,tentativa_tarefa
S24,991,24,fala_moderador
S24,1015,16,silencio
S24,1031,19,fala_moderador
S24,1050,45,fora_do_tema
S24,1095,13,tentativa_tarefa
S24,1108,56,pensando_alto
S24,1164,25,pensando_alto
S24,1189,40,pensando_alto
S24,1229,26,pensando_alto
S24,1255,32,fala_moderador
S24,1287,28,fala_moderador
S24,1315,29,fala_moderador
S24,1344,41,pensando_alto
S24,1385,31,pensando_alto
S24,1416,36,pensando_alto
S24,1452,29,pensando_alto
S24,1481,28,pensando_alto
S24,1509,43,pensando_alto
S24,1552,35,fala_moderador
S24,1587,35,tentativa_tarefa
S24,1622,16,tentativa_tarefa
S24,1638,28,fala_moderador
S24,1666,30,tentativa_tarefa
S24,1696,53,fala_moderador
S24,1749,14,silencio
S24,1763,20,tentativa_tarefa
S24,1783,54,fala_moderador
S24,1837,94,tentativa_tarefa
S24,1931,62,fala_moderador
S24,1993,23,tentativa_tarefa
S24,2016,28,fala_moderador
S24,2044,45,pensando_alto
S24,2089,70,tentativa_tarefa
S24,2159,35,tentativa_tarefa
S24,2194,55,fala_moderador
S24,2249,25,tentativa_tarefa
S24,2274,17,tentativa_tarefa
S24,2291,60,tentativa_tarefa
S24,2351,42,fora_do_tema
S24,2393,18,tentativa_tarefa
S24,2411,51,fala_moderador
S24,2462,17,tentativa_tarefa
S24,2479,18,fora_do_tema
S24,2497,98,tentativa_tarefa
S24,2595,46,tentativa_tarefa
S24,2641,57,tentativa_tarefa
S24,2698,86,pensando_alto
S24,2784,22,tentativa_tarefa
S24,2806,26,fala_moderador
S24,2832,13,fora_do_tema
S24,2845,20,tentativa_tarefa
S24,2865,16,tentativa_tarefa
S24,2881,76,silencio
S24,2957,19,fala_moderador
S24,2976,43,tentativa_tarefa
S24,3019,87,pensando_alto
S24,3106,20,silencio
S24,3126,49,silencio
S24,3175,24,pensando_alto
S24,3199,22,pensando_alto
S24,3221,8,pensando_alto
S24,3229,64,silencio
S24,3293,113,tentativa_tarefa
S24,3406,15,silencio
S24,3421,50,silencio
S24,3471,20,fora_do_tema
S24,3491,14,tentativa_tarefa
S24,3505,69,fala_moderador
S24,3574,19,fala_moderador
S24,3593,47,silencio
S24,3640,28,tentativa_tarefa
S24,3668,24,pensando_alto
S24,3692,28,tentativa_tarefa
S24,3720,8,silencio
S24,3728,22,tentativa_tarefa
S24,3750,46,silencio
S24,3796,19,fala_moderador
